Advertiser_Id,Advertiser_Name,Audience_Id,Audience_Name,Audience_Expression,Match_Level,Unique,CPM
17407,Dell,46475364,"targeting-dellcomputerconquesting_us-csbo-sb_3pofftheshelf_neustar-ada_fi/im","([12894/*Neustar AdAdvisor Consumer Audiences*/,2997575/*Technology & Computing > Computer Brand > Home PC-Brand HH Most Recently Acquired-Dell*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947864/*Owns Dell Computer*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4946824/*Visit Dell.com in the Last 30 Days*/])",INDIVIDUAL,198972116,1.0
17407,Dell,46475363,"targeting-sbdminmarketforlaptops_us-csbo-csb_3pofftheshelf_neustar-ada_be/em/im","([12160/*Neustar AdAdvisor - Business*/,2965410/*SMALL 8- Business Services*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,6919420/*Demographics > Occupation > Occupation: Management/Business & Financial Operations*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,40503414/*Computers & Electronics > Use Laptop/Notebook/Netbook for Home Automation*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949659/*Business Development*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,40451405/*Use Laptop/Notebook/Netbook for Home Automation*/])",INDIVIDUAL,231267573,2.5
17407,Dell,46475362,"targeting-sbdmhighspenders_us-csbo-sb_3pofftheshelf_neustar-ada_be/co/in","([12160/*Neustar AdAdvisor - Business*/,2965369/*MICRO 3- Real Estate Agents And Managers*/]||[12160/*Neustar AdAdvisor - Business*/,2965411/*SMALL 10- Business Services*/]||[12160/*Neustar AdAdvisor - Business*/,2965437/*SMALL 35- Small Businesses*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949659/*Business Development*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4946617/*Love to Buy New Gadgets and Appliances*/])",INDIVIDUAL,191974282,2.5
17407,Dell,46475335,"targeting-gamingfanatics_us-csbo-gseries_3pofftheshelf_neustar-ada_be/in","([12894/*Neustar AdAdvisor Consumer Audiences*/,6919276/*Computers & Electronics > Cell/Smartphones/Tablets > Uses Games Apps on Smartphone*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,40503004/*Entertainment > Downloaded/Streamed From Internet > Internet Video/Music/Tv Set-Brands Owned: Video Game System*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997320/*Computers & Electronics > Video Game Console > Type of Video Game System Own/Play Nintendo Switch*/])",INDIVIDUAL,41230822,1.0
17407,Dell,46475334,"targeting-usgaminggamer_us-csbo-gseries_3pofftheshelf_neustar-ada_be/im/in","([12894/*Neustar AdAdvisor Consumer Audiences*/,40503008/*Computers & Electronics > Video Game Console > Type of Video Game System Own/Play Playstation 4*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997578/*Web Browsing > Visited WebSite: Gamer Network Last 3Month*/])",INDIVIDUAL,26743351,1.0
17407,Dell,46475333,"targeting-esportsenthusiasts_us-csbo-gseries_3pofftheshelf_neustar-ada_be/in","([12894/*Neustar AdAdvisor Consumer Audiences*/,6919502/*Hobbies & Interests > Sports Interests > Major Lg Baseball-Very Interested-Last 12M*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997519/*Entertainment > Television Shows > Watched Sports Event Online: NFL Football Regular Season*/])",INDIVIDUAL,31852119,1.0
17407,Dell,46475332,"targeting-collegegraduatesindividuals_us-csbo-con_3pofftheshelf_neustar-ada_co/de","([12894/*Neustar AdAdvisor Consumer Audiences*/,2996463/*Education > Highest Level of Education for Head of Household > Edu: College Graduate*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,2996464/*Education > Highest Level of Education for Head of Household > Edu: Graduate Degree*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,2996468/*Education > Highest Level of Education for Head of Household > Edu: Some Graduate School*/])",INDIVIDUAL,58125867,1.0
17407,Dell,46475331,"targeting-agedemo18to54_us-csbo-con_3pofftheshelf_neustar-ada_be/de","([14007/*Neustar AdAdvisor - Individual Age Group*/,3033404/*Age Group --> 45-54 --> 54-55*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033420/*Age Group --> 35-44 --> 38-39*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033422/*Age Group --> 35-44 --> 36-37*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033424/*Age Group --> 30-34 --> 34-35*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033430/*Age Group --> 25-29 --> 28-29*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033432/*Age Group --> 25-29 --> 26-27*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033434/*Age Group --> 21-24 --> 24-25*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033436/*Age Group --> 21-24 --> 22-23*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,3033438/*Age Group --> 18-20 --> 20-21*/]||[33282/*Neustar AdAdvisor Identity Planner Audiences - Demographic*/,4947168/*30-34*/]||[33282/*Neustar AdAdvisor Identity Planner Audiences - Demographic*/,4947170/*40-44*/])",INDIVIDUAL,51013116,0.45
17407,Dell,46475330,"targeting-collegegraduates_us-csbo-con_3pofftheshelf_neustar-ada_de/im","([12894/*Neustar AdAdvisor Consumer Audiences*/,2996463/*Education > Highest Level of Education for Head of Household > Edu: College Graduate*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,2996467/*Education > Highest Level of Education for Head of Household > Edu: Some College*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,2996468/*Education > Highest Level of Education for Head of Household > Edu: Some Graduate School*/])",INDIVIDUAL,47295655,1.0
17407,Dell,46475329,"targeting-parents_us-csbo-con_3pofftheshelf_neustar-ada_im/in","([12894/*Neustar AdAdvisor Consumer Audiences*/,6920108/*Print Media > Magazines > Read Parents Last 6 Month*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948832/*Read Parents Last 6 Month*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997322/*Demographics > Presence of Children > Parent of Children Over 18-Living in Another Location*/])",INDIVIDUAL,106664819,1.0
17407,Dell,46475328,"targeting-charitabledonations_us-csbo-con_3pofftheshelf_neustar-ada_co/im/in","([12894/*Neustar AdAdvisor Consumer Audiences*/,40502966/*Lifestyle Statements > Likely to Buy From Company Donating to Charity*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,40503232/*Lifestyle Statements > Shopping > I am more Likely to Buy from a Company that Donates to Charity*/])",INDIVIDUAL,35262931,1.0
17407,Dell,46475327,"targeting-genxers_us-csbo-con_3pofftheshelf_neustar-ada_be/im","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947819/*HH Owns Portable Generator*/])",INDIVIDUAL,77850815,1.0
17407,Dell,46460037,"targeting-inmarketforservers_us-csbo-sb_3pofftheshelf_neustar-180_de/im","([25752/*180byTwo_DataDirectory*/,30867379/*180byTwo from Anteriad > Auto > In Market*/]||[25752/*180byTwo_DataDirectory*/,44581221/*180byTwo from Anteriad > B2B Intent > Technology > Servers > Server Automation*/]||[25752/*180byTwo_DataDirectory*/,44581260/*180byTwo from Anteriad > B2B Intent > Technology > Virtualization > Server Virtualization*/])",INDIVIDUAL,34399449,2.25
17407,Dell,46460036,"targeting-serverusers_us-csbo-sb_3pofftheshelf_neustar-180_be/in","([25752/*180byTwo_DataDirectory*/,44579646/*180byTwo from Anteriad > B2B Intent > Technology > Servers*/])",INDIVIDUAL,15231382,2.25
17407,Dell,46460035,"targeting-smallbusinessdevelopmentmanagerconsumers_us-csbo-gseries_3pofftheshelf_neustar-180-33a_em/fi","([23985/*33Across Taxonomy*/,9000021/*Small Business Business Services*/]||[25752/*180byTwo_DataDirectory*/,30867475/*180byTwo from Anteriad > B2B > Company Classifications > Small Business / SMB*/]||[25752/*180byTwo_DataDirectory*/,30867625/*180byTwo from Anteriad > B2B > Functional Area > Middle Management > Business Development Managers*/])",INDIVIDUAL,34521996,1.75
17407,Dell,46460033,"targeting-collegestudents_us-csbo-con_3pofftheshelf_neustar-ada-aiq_de/im","([29406/*AnalyticsIQ Taxonomy*/,14849332/*AnalyticsIQ > Seasonal > Back To School > College Students*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948393/*Currently Full/Part-Time College Student*/])",INDIVIDUAL,182560395,1.25
17407,Dell,46460032,"targeting-dellcomputerconquesting_us-csbo-sb_3pofftheshelf_neustar-ada-dat_fi/im","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947864/*Owns Dell Computer*/]||[36/*Datonics Segments*/,45167709/*Electronics > Computers > Dell*/])",INDIVIDUAL,166126317,1.0
17407,Dell,46460005,"targeting-largeserver_us-csbo-sb_3pofftheshelf_neustar-180_fi/im","([25752/*180byTwo_DataDirectory*/,44579646/*180byTwo from Anteriad > B2B Intent > Technology > Servers*/])",INDIVIDUAL,15231382,2.25
17407,Dell,46460004,"targeting-sbdm_us-csbo-sb_3pofftheshelf_neustar-180-ads_de/im","([25752/*180byTwo_DataDirectory*/,30867475/*180byTwo from Anteriad > B2B > Company Classifications > Small Business / SMB*/]||[25752/*180byTwo_DataDirectory*/,30867656/*180byTwo from Anteriad > B2B > Functional Area > Sales & Business Development > Business Development*/]||[33271/*Adstra Data Directory Taxonomy*/,12816299/*B2B_100055*/])",INDIVIDUAL,39828780,2.0
17407,Dell,46460003,"targeting-sbdminmarketforlaptops_us-csbo-csb_3pofftheshelf_neustar-180-ada-cli_be/em/im","([25752/*180byTwo_DataDirectory*/,30867475/*180byTwo from Anteriad > B2B > Company Classifications > Small Business / SMB*/]||[30646/*Clickagy Data Directory*/,20946444/*In-Market > Electronics > Computers > Laptops*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,40451405/*Use Laptop/Notebook/Netbook for Home Automation*/]||[25752/*180byTwo_DataDirectory*/,45495713/*180byTwo from Anteriad > B2B > Decision Makers > Business Development Decision Makers*/]||[37656/*Clickagy Public Taxonomy*/,20946444/*In-Market > Electronics > Computers > Laptops*/])",INDIVIDUAL,230692767,1.75
17407,Dell,46460002,"targeting-sbdmhighspenders_us-csbo-sb_3pofftheshelf_neustar-180-alnt_be/co/in","([26303/*Alliant DD Taxonomy*/,4931890/*Alliant Loyal Super Spenders*/]||[25752/*180byTwo_DataDirectory*/,30867475/*180byTwo from Anteriad > B2B > Company Classifications > Small Business / SMB*/]||[25752/*180byTwo_DataDirectory*/,44581179/*180byTwo from Anteriad > B2B Intent > Technology > It Management > Software Development Outsourcing*/])",INDIVIDUAL,45898634,2.25
17407,Dell,46460001,"targeting-gamingfanatics_us-csbo-gseries_3pofftheshelf_neustar-33a-msc_be/in","([22976/*Media Source Solutions*/,6808774/*Media Source Solutions > Consumer > Interests > Electronics & Gadgets > Known Video Games Enthusiasts*/]||[23985/*33Across Taxonomy*/,8999907/*Games*/]||[23985/*33Across Taxonomy*/,9000051/*Sports Gaming Fanatics*/])",INDIVIDUAL,39502761,1.0
17407,Dell,46460000,"targeting-usgaminggamer_us-csbo-gseries_3pofftheshelf_neustar-33a-aiq_be/im/in","([23985/*33Across Taxonomy*/,8999907/*Games*/]||[23985/*33Across Taxonomy*/,8999908/*Games Online*/]||[29406/*AnalyticsIQ Taxonomy*/,40446519/*AnalyticsIQ > Social Distancing > Adjusting to Life at Home > Video Games > Casual Gamers Playing More Than Usual*/])",INDIVIDUAL,631486215,1.25
17407,Dell,46459999,"targeting-esportsenthusiasts_us-csbo-gseries_3pofftheshelf_neustar-cli-ga-strt_be/in","([26790/*Gravy - New Data Directory*/,32667840/*eSports Enthusiast*/]||[33962/*Start.io Data Taxonomy*/,41557785/*eSports Gamers*/]||[37656/*Clickagy Public Taxonomy*/,20946483/*In-Market > Entertainment > eSports*/])",INDIVIDUAL,29698051,1.0
17407,Dell,46459998,"targeting-collegegraduatesindividuals_us-csbo-con_3pofftheshelf_neustar-180-ads_co/de","([25752/*180byTwo_DataDirectory*/,30867945/*180byTwo from Anteriad > B2C > Demographic > Education > College Graduate Degree*/]||[25752/*180byTwo_DataDirectory*/,44579680/*180byTwo from Anteriad > Truthset Scored > B2C > Demographic > Education > College Graduate Degree*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997617/*Education > Recent Graduates > All Graduates Major Undecided*/])",INDIVIDUAL,28696116,1.0
17407,Dell,46459860,"targeting-agedemo18to54_us-csbo-con_3pofftheshelf_neustar-rkl_be/de","([33495/*Reklaim Data Directory Taxonomy*/,43425287/*Reklaim > Demographic > Age > 18-54*/])",INDIVIDUAL,117211443,1.0
17407,Dell,46459859,"targeting-collegegraduates_us-csbo-con_3pofftheshelf_neustar-180-ads-alnt_de/im","([26303/*Alliant DD Taxonomy*/,4932086/*College Graduates*/]||[25752/*180byTwo_DataDirectory*/,30867945/*180byTwo from Anteriad > B2C > Demographic > Education > College Graduate Degree*/]||[33271/*Adstra Data Directory Taxonomy*/,12815417/*CONS_100033*/])",INDIVIDUAL,95131203,1.0
17407,Dell,46459856,"targeting-parents_us-csbo-con_3pofftheshelf_neustar-180-ada-alnt_im/in","([26303/*Alliant DD Taxonomy*/,4931588/*Digital Purchasing Parents*/]||[25752/*180byTwo_DataDirectory*/,30867972/*180byTwo from Anteriad > B2C > Demographic > Family > Parents*/]||[12894/*Neustar AdAdvisor Consumer Audiences*/,44997322/*Demographics > Presence of Children > Parent of Children Over 18-Living in Another Location*/])",INDIVIDUAL,39294049,1.15
17407,Dell,46459855,"targeting-millenials_us-csbo-con_3pofftheshelf_neustar-180-ads_be/im/in","([25752/*180byTwo_DataDirectory*/,30868067/*180byTwo from Anteriad > B2C > Demographic > Generations > Gen Y / Millennials*/]||[33271/*Adstra Data Directory Taxonomy*/,12815600/*WW_100055*/]||[33271/*Adstra Data Directory Taxonomy*/,12815385/*CONS_100002*/])",INDIVIDUAL,66879317,1.5
17407,Dell,46459853,"targeting-humanitarianandclimatechange_us-csbo-con_3pofftheshelf_neustar-180-web_be/ge/im/in","([25752/*180byTwo_DataDirectory*/,30867983/*180byTwo from Anteriad > B2C > Demographic > Finances > Charitable Donors > Humanitarian Causes*/]||[31561/*Webbula Data Directory*/,38852683/*Interest > Charitable Donations > Humanitarian*/]||[25752/*180byTwo_DataDirectory*/,44580469/*180byTwo from Anteriad > B2B Intent > Energy, Construction & Manufacturing > Energy > Climate-Smart Agriculture*/])",INDIVIDUAL,8827084,2.25
17407,Dell,46459852,"targeting-charitabledonations_us-csbo-con_3pofftheshelf_neustar-ada-ads_co/im/in","([33271/*Adstra Data Directory Taxonomy*/,34734083/*CG_100071*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,9774509/*Likely to Buy From Company Donating to Charity*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074884/*Made a Charitable Donation - Over $50 in the Last 12 Months*/])",INDIVIDUAL,281377471,1.0
17407,Dell,46459854,"targeting-genxers_us-csbo-con_3pofftheshelf_neustar-cli_be/im","([30646/*Clickagy Data Directory*/,20946263/*Demographics > Generation > Generation X*/]||[33271/*Adstra Data Directory Taxonomy*/,12815386/*CONS_100003*/])",INDIVIDUAL,60236935,1.25
17407,Dell,46447000,"targeting-competitorconquest_ca-csbo-gseries_3pofftheshelf_neustar-ada-dat_na","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,9774572/*HH Own Any LENOVO*/]||[36/*Datonics Segments*/,45167710/*Electronics > Computers > HP*/]||[36/*Datonics Segments*/,45167711/*Electronics > Computers > Lenovo*/])",INDIVIDUAL,113937020,1.0
17407,Dell,46273717,"targeting-yucconsumers_us-csbo-con_3pofftheshelf_neustar-#hbv-123_be/im","([14007/*Neustar AdAdvisor - Individual Age Group*/,6942734/*18-19*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,6942735/*20-24*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,6942736/*25-29*/]||[14007/*Neustar AdAdvisor - Individual Age Group*/,6942737/*30-34*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947508/*Frozen Complete Dinner-Marie Calendar's*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4946619/*I Like To Have A Lot Of Gadgets*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074905/*I Rely On The Internet To Communicate*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,40451524/*Online Access-Work-Mobile Broadband(i.e. For Tablet,Cellphone)*/])",INDIVIDUAL,431888187,1.0
17407,Dell,46273716,"targeting-telecommutersandsoho_us-csbo-sb_3pofftheshelf_neustar-123-expr_fi","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949596/*SOHO 25- Small Office Or Home Office Businesses*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949605/*Company Size: 100-500 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949606/*Company Size: 1-4 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949607/*Company Size: 20-100 employees*/])",INDIVIDUAL,20125544,1.5
17407,Dell,46273665,"targeting-gamingusers_us-csbo-gseries_3pofftheshelf_neustar-180-aiq-crp-strt_im/in","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948078/*Play Video Games Connected to Internet*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4948081/*Plays Action/Adventure Video Games Most*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947845/*Uses Games Apps on Smartphone*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,7374172/*Own or Play Video Games*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,9774557/*Internet Video/Music/Tv Set-Brands Owned:Video Game System*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074749/*Watch Network TV Primetime-Game Show/Contest*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074807/*I Need Games On Computer with Top Line Graphics*/])",INDIVIDUAL,451643989,1.0
17407,Dell,46273664,"targeting-sohoandtelecommuters_us-csbo-sb_3pofftheshelf_neustar-astrsk-expr_fi","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949610/*Small office or Home office Business Owners*/]||[33280/*Neustar AdAdvisor Identity Planner Audiences - ElementOne*/,4947189/*High Income Established Families*/])",INDIVIDUAL,38047403,1.5
17407,Dell,46273663,"targeting-serverusers_us-csbo-sb_3pofftheshelf_neustar-123-180-zfd_be/im","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949606/*Company Size: 1-4 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949607/*Company Size: 20-100 employees*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4946616/*I Try Keep Up/Developments in Technology*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,33447037/*HH Uses Home Automation(Controlling Home From Anywhere)*/])",INDIVIDUAL,255642253,1.5
17407,Dell,46273662,"targeting-inmarketforservers_us-csbo-sb_3pofftheshelf_neustar-180-d&b_im/in","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949606/*Company Size: 1-4 employees*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949607/*Company Size: 20-100 employees*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,40451405/*Use Laptop/Notebook/Netbook for Home Automation*/])",INDIVIDUAL,219292610,1.5
17407,Dell,46273661,"targeting-itdmlessthan100_us-csbo-sb_3pofftheshelf_neustar-zifm_em/fi","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949607/*Company Size: 20-100 employees*/])",INDIVIDUAL,3227575,1.5
17407,Dell,46273660,"targeting-sbdmconsumers_us-csbo-sb_3pofftheshelf_neustar-123-180-33a_em/in","([33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949572/*SMALL 35- Small Businesses*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949581/*SOHO 11- Business Services*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949665/*IT Decision Maker*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074767/*Business Purchase Decision-Involved ($500k+) in the Last 12 Months*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074887/*Business Purchase Decision-Involved ($10k-$100k) in the Last 12 Months*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074896/*I Buy Technology that Connects To Products I Have*/])",INDIVIDUAL,205506286,2.5
17407,Dell,46273659,"targeting-travelconsumers_us-csbo-con_3pofftheshelf_neustar-*actgr-acxm-alkaud-flb-skyd_de","([12894/*Neustar AdAdvisor Consumer Audiences*/,6919037/*Retail > Shopper Segments > Budget*/]||[33281/*Neustar AdAdvisor Identity Planner Audiences - Business*/,4949619/*Scientists and Researchers*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,9774476/*Payment Methods for Leisure Travel:Online Bill Pay*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074643/*Ads Help Me Pick Products For My Kids*/]||[33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,29074802/*I Often Go on Long Car Trips for Vacation*/])",INDIVIDUAL,382825733,2.5
17407,Dell,46273658,"targeting-dellpurchaseintents_us-csbo-con_3pofftheshelf_neustar-123_im/in","([33466/*Neustar AdAdvisor Identity Planner Audiences - Propensity*/,4947864/*Owns Dell Computer*/])",INDIVIDUAL,146786244,1.0
